Author	n (strains)	publication title	journal	publication URL	strains
Anke Wienecke-Baldacchino et al	213	unknown	unknown	unknown	Luxembourg/LNS9360161/2021,Luxembourg/LNS0547948/2021,Luxembourg/LNS4380338/2021,Luxembourg/LNS4295690/2020,Luxembourg/LNS0591129/2020,Luxembourg/LNS7841004/2020,Luxembourg/LNS4780904/2020,Luxembourg/LNS0641910/2020,Luxembourg/LNS1870254/2020,Luxembourg/LNS0945359/2020,Luxembourg/LNS3694003/2020,Luxembourg/LNS3036725/2020,Luxembourg/LNS1652515/2020,Luxembourg/LNS5049262/2020,Luxembourg/LNS0104363/2020,Luxembourg/LNS1340020/2020,Luxembourg/LNS5168052/2020,Luxembourg/LNS5745348/2020,Luxembourg/LNS6454473/2020,Luxembourg/LNS7930773/2020,Luxembourg/LNS1399281/2020,Luxembourg/LNS2774762/2020,Luxembourg/LNS0519497/2020,Luxembourg/LNS1947589/2020,Luxembourg/LNS9828329/2020,Luxembourg/LNS2951750/2020,Luxembourg/LNS7820945/2020,Luxembourg/LNS6469209/2020,Luxembourg/LNS3660996/2020,Luxembourg/LNS6387933/2020,Luxembourg/LNS0681882/2020,Luxembourg/LNS5507695/2020,Luxembourg/LNS1586475/2020,Luxembourg/LNS1646752/2020,Luxembourg/LNS6862754/2020,Luxembourg/LNS3325407/2020,Luxembourg/LNS7132932/2020,Luxembourg/LNS9151332/2020,Luxembourg/LNS7194786/2020,Luxembourg/LNS2687447/2020,Luxembourg/LNS8999829/2020,Luxembourg/LNS6975153/2020,Luxembourg/LNS1929808/2020,Luxembourg/LNS2746857/2021,Luxembourg/LNS5755279/2020,Luxembourg/LNS6783622/2020,Luxembourg/LNS9932514/2020,Luxembourg/LNS2151006/2020,Luxembourg/LNS6175058/2020,Luxembourg/LNS9322962/2020,Luxembourg/LNS6326231/2020,Luxembourg/LNS3588186/2020,Luxembourg/LNS5444595/2020,Luxembourg/LNS1148230/2020,Luxembourg/LNS9455951/2020,Luxembourg/LNS8881447/2020,Luxembourg/LNS3156434/2020,Luxembourg/LNS2458673/2020,Luxembourg/LNS4836560/2020,Luxembourg/LNS9470500/2020,Luxembourg/LNS0113568/2020,Luxembourg/LNS0000001/2020,Luxembourg/LNS9819784/2020,Luxembourg/LNS6733162/2020,Luxembourg/LNS3923316/2020,Luxembourg/LNS7342327/2020,Luxembourg/LNS3059908/2020,Luxembourg/LNS4569788/2020,Luxembourg/LNS0819394/2020,Luxembourg/LNS1368952/2020,Luxembourg/LNS9831617/2020,Luxembourg/LNS0857930/2020,Luxembourg/LNS3029697/2020,Luxembourg/LNS6690193/2020,Luxembourg/LNS0928727/2020,Luxembourg/LNS0972189/2020,Luxembourg/LNS9854255/2020,Luxembourg/LNS8910032/2020,Luxembourg/LNS2755277/2020,Luxembourg/LNS9580764/2020,Luxembourg/LNS2730340/2020,Luxembourg/LNS7994655/2020,Luxembourg/LNS0419896/2020,Luxembourg/LNS9992190/2020,Luxembourg/LNS5339172/2020,Luxembourg/LNS0246651/2020,Luxembourg/LNS3565595/2020,Luxembourg/LNS4676652/2020,Luxembourg/LNS6100629/2020,Luxembourg/LNS0781539/2020,Luxembourg/LNS7727746/2020,Luxembourg/LNS1869765/2020,Luxembourg/LNS7278260/2020,Luxembourg/LNS2905692/2020,Luxembourg/LNS6582736/2020,Luxembourg/LNS2602451/2020,Luxembourg/LNS8856783/2020,Luxembourg/LNS7326735/2020,Luxembourg/LNS0211710/2020,Luxembourg/LNS3702558/2020,Luxembourg/LNS0078676/2020,Luxembourg/LNS1658150/2020,Luxembourg/LNS7188652/2020,Luxembourg/LNS8726389/2020,Luxembourg/LNS6705842/2020,Luxembourg/LNS3113282/2020,Luxembourg/LNS2334563/2020,Luxembourg/LNS2580723/2020,Luxembourg/LNS3489240/2021,Luxembourg/LNS7581211/2020,Luxembourg/LNS4452465/2020,Luxembourg/LNS9428997/2021,Luxembourg/LNS6159386/2021,Luxembourg/LNS2136682/2021,Luxembourg/LNS2043044/2020,Luxembourg/LNS0928185/2021,Luxembourg/LNS9827024/2021,Luxembourg/LNS8448845/2021,Luxembourg/LNS2473394/2021,Luxembourg/LNS5969483/2021,Luxembourg/LNS4106856/2021,Luxembourg/LNS9885747/2021,Luxembourg/LNS7738029/2021,Luxembourg/LNS2667327/2021,Luxembourg/LNS8978939/2020,Luxembourg/LNS3152702/2020,Luxembourg/LNS8577854/2020,Luxembourg/LNS0815952/2020,Luxembourg/LNS6889202/2020,Luxembourg/LNS5518532/2020,Luxembourg/LNS7493897/2020,Luxembourg/LNS1430659/2020,Luxembourg/LNS9091425/2020,Luxembourg/LNS4969344/2020,Luxembourg/LNS9395081/2020,Luxembourg/LNS0726804/2020,Luxembourg/LNS2068754/2020,Luxembourg/LNS2914409/2020,Luxembourg/LNS3417408/2020,Luxembourg/LNS9338692/2020,Luxembourg/LNS4519371/2020,Luxembourg/LNS0795813/2020,Luxembourg/LNS9462606/2020,Luxembourg/LNS4647966/2020,Luxembourg/LNS2961665/2020,Luxembourg/LNS5121437/2020,Luxembourg/LNS2064422/2020,Luxembourg/LNS1689160/2020,Luxembourg/LNS0042548/2020,Luxembourg/LNS2580720/2020,Luxembourg/LNS2964698/2020,Luxembourg/LNS7788775/2020,Luxembourg/LNS1014689/2020,Luxembourg/LNS2489430/2020,Luxembourg/LNS4517528/2020,Luxembourg/LNS8092973/2020,Luxembourg/LNS9698899/2020,Luxembourg/LNS0895040/2020,Luxembourg/LNS8330596/2020,Luxembourg/LNS6959492/2020,Luxembourg/LNS6650712/2020,Luxembourg/LNS2205106/2020,Luxembourg/LNS9629548/2020,Luxembourg/LNS0797488/2020,Luxembourg/LNS9933159/2020,Luxembourg/LNS0801829/2020,Luxembourg/LNS5868219/2020,Luxembourg/LNS1846494/2020,Luxembourg/LNS2122915/2020,Luxembourg/LNS5350981/2020,Luxembourg/LNS2971553/2020,Luxembourg/LNS3246508/2020,Luxembourg/LNS4455115/2020,Luxembourg/LNS0423098/2020,Luxembourg/LNS6145729/2021,Luxembourg/LNS1050266/2020,Luxembourg/LNS6133647/2020,Luxembourg/LNS7041741/2020,Luxembourg/LNS0303589/2020,Luxembourg/LNS8911052/2020,Luxembourg/LNS3693395/2020,Luxembourg/LNS7550441/2020,Luxembourg/LNS8345736/2020,Luxembourg/LNS4369621/2020,Luxembourg/LNS4239887/2020,Luxembourg/LNS6579692/2020,Luxembourg/LNS4184137/2020,Luxembourg/LNS5754655/2020,Luxembourg/LNS2117299/2020,Luxembourg/LNS2457065/2020,Luxembourg/LNS8265593/2020,Luxembourg/LNS7615322/2020,Luxembourg/LNS2360705/2020,Luxembourg/LNS3672765/2020,Luxembourg/LNS0754234/2020,Luxembourg/LNS0186395/2020,Luxembourg/LNS3192468/2020,Luxembourg/LNS8287925/2020,Luxembourg/LNS0386826/2020,Luxembourg/LNS8141064/2020,Luxembourg/LNS3624141/2020,Luxembourg/LNS7395205/2020,Luxembourg/LNS9623706/2020,Luxembourg/LNS1973766/2020,Luxembourg/LNS4573955/2020,Luxembourg/LNS5829593/2020,Luxembourg/LNS4684680/2020,Luxembourg/LNS9528190/2020,Luxembourg/LNS2285274/2020,Luxembourg/LNS4853800/2020,Luxembourg/LNS7026792/2020,Luxembourg/LNS5780432/2021,Luxembourg/LNS7811397/2021
Griselda De Marco et al A	1	Phylodynamics of SARS-CoV-2 transmission in Spain	unknown	https://dx.doi.org/10.1101/2020.04.20.050039	Spain/VC-FISABIO-6/2020
Maria Dolores Ocete et al	1	Phylodynamics of SARS-CoV-2 transmission in Spain	unknown	https://dx.doi.org/10.1101/2020.04.20.050039	Spain/VC-FISABIO-5/2020
Giuseppe D'Auria et al	1	unknown	unknown	unknown	Spain/VC-FISABIO-23/2020
Maria Alma Bracho et al	1	unknown	unknown	unknown	Spain/VC-FISABIO-4/2020
Silvia Hernáez Crespo et al	2	unknown	unknown	unknown	Spain/PV-IBV-000860/2020,Spain/PV-IBV-000692/2020
David Navarro et al	1	unknown	unknown	unknown	Spain/VC-FISABIO-54/2020
Neris Garcia-Gonzalez et al A	2	unknown	unknown	unknown	Spain/VC-FISABIO-266/2020,Spain/VC-FISABIO-25/2020
Marine Murtskhvaladze et al	4	unknown	unknown	unknown	Georgia/Tb-390/2020,Georgia/Tb-1523/2020,Georgia/Tb-673/2020,Georgia/Tb-273/2020
Abdaliyev Askar et al	10	unknown	unknown	unknown	Kazakhstan/7263/2020,Kazakhstan/7341/2020,Kazakhstan/16183/2020,Kazakhstan/17920/2020,Kazakhstan/18287/2020,Kazakhstan/18148/2020,Kazakhstan/22001/2020,Kazakhstan/22044/2020,Kazakhstan/38716/2020,Kazakhstan/33496/2020
Darío García de Viedma et al	28	unknown	unknown	unknown	Spain/MD-IBV-99012374/2020,Spain/MD-IBV-99008605/2020,Spain/MD-IBV-99009619/2020,Spain/MD-IBV-99009629/2020,Spain/MD-IBV-99009630/2020,Spain/MD-IBV-99008606/2020,Spain/MD-IBV-99008607/2020,Spain/MD-IBV-99008610/2020,Spain/MD-IBV-99008611/2020,Spain/MD-IBV-99008612/2020,Spain/MD-IBV-99008616/2020,Spain/MD-IBV-99008619/2020,Spain/MD-IBV-99008615/2020,Spain/MD-IBV-99008466/2020,Spain/MD-IBV-99008700/2020,Spain/MD-IBV-99012411/2020,Spain/MD-IBV-99012456/2020,Spain/MD-IBV-99012346/2020,Spain/MD-IBV-99014300/2020,Spain/MD-IBV-99014262/2020,Spain/MD-IBV-99014259/2020,Spain/MD-IBV-99012392/2020,Spain/MD-IBV-99015948/2020,Spain/MD-IBV-99012862/2020,Spain/MD-IBV-99012860/2020,Spain/MD-IBV-99012471/2020,Spain/MD-IBV-99012880/2020,Spain/MD-IBV-99009632/2020
Carlos Cortes et al	41	unknown	unknown	unknown	EquatorialGuinea/253/2020,EquatorialGuinea/10071/2020,EquatorialGuinea/3808/2020,EquatorialGuinea/5117/2020,EquatorialGuinea/3350/2020,EquatorialGuinea/3280/2020,EquatorialGuinea/46787/2020,EquatorialGuinea/29422/2020,EquatorialGuinea/35052/2020,EquatorialGuinea/32447/2020,EquatorialGuinea/49849/2020,EquatorialGuinea/2500/2020,EquatorialGuinea/33881/2020,EquatorialGuinea/46215/2020,EquatorialGuinea/14756/2020,EquatorialGuinea/31883/2020,EquatorialGuinea/11514/2020,EquatorialGuinea/6818/2020,EquatorialGuinea/50236/2020,EquatorialGuinea/47665/2020,EquatorialGuinea/16819/2020,EquatorialGuinea/28098/2020,EquatorialGuinea/37030/2020,EquatorialGuinea/37310/2020,EquatorialGuinea/11727/2020,EquatorialGuinea/9134/2020,EquatorialGuinea/10468/2020,EquatorialGuinea/11678/2020,EquatorialGuinea/5508/2020,EquatorialGuinea/25536/2020,EquatorialGuinea/40288/2020,EquatorialGuinea/22908/2020,EquatorialGuinea/14513/2020,EquatorialGuinea/16990/2020,EquatorialGuinea/19424/2020,EquatorialGuinea/28974/2020,EquatorialGuinea/8971/2020,EquatorialGuinea/2274/2020,EquatorialGuinea/26719/2020,EquatorialGuinea/2892/2020,EquatorialGuinea/4361/2020
Dorota Kujawa et al	1	unknown	unknown	unknown	Poland/Wro-02/2020
Alexandr Shevtsov et al	8	unknown	unknown	unknown	Kazakhstan/NCB-5/2020,Kazakhstan/26827/2020,Kazakhstan/26828/2020,Kazakhstan/18243/2020,Kazakhstan/16173/2020,Kazakhstan/NCB-1/2020,Kazakhstan/NCB-2/2020,Kazakhstan/NCB-3/2020
Ji-Rong Yang et al A	1	SARS-CoV-2 genomic surveillance in Taiwan revealed novel ORF8-deletion mutant and clade possibly associated with infections in Middle East	unknown	https://dx.doi.org/10.1080/22221751.2020.1782271	Taiwan/3/2020
Eden J-S et al	2	Revealing COVID-19 transmission in Australia by SARS-CoV-2 genome sequencing and agent-based modeling	unknown	https://www.nature.com/articles/s41591-020-1000-7	Australia/NSW01/2020,Australia/NSW03/2020
Tony Wawina-Bokalanga et al	117	unknown	unknown	unknown	Belgium/rega-0710751/2020,Belgium/rega-0616914/2020,Belgium/rega-0619917/2020,Belgium/rega-0616915/2020,Belgium/rega-0629702/2020,Belgium/rega-03131155/2020,Belgium/rega-0414475/2020,Belgium/Rega-0329232/2020,Belgium/CL-0330332/2020,Belgium/rega-1509/2020,Belgium/rega-10181080/2020,Belgium/rega-2600/2021,Belgium/rega-2699/2021,Belgium/rega-2729/2021,Belgium/rega-2973/2021,Belgium/rega-2184/2021,Belgium/rega-1693/2021,Belgium/rega-3284/2021,Belgium/rega-1779/2021,Belgium/AO-04074040/2020,Belgium/rega-0428425/2020,Belgium/SB-0407394/2020,Belgium/rega-1722/2021,Belgium/rega-0721811/2020,Belgium/rega-1500/2020,Belgium/rega-2711/2021,Belgium/rega-1545/2020,Belgium/rega-1557/2020,Belgium/rega-3074/2021,Belgium/rega-2252/2021,Belgium/rega-2476/2021,Belgium/rega-2219/2021,Belgium/rega-3212/2021,Belgium/rega-1564/2020,Belgium/rega-1558/2020,Belgium/rega-1570/2020,Belgium/rega-0501634/2020,Belgium/DEJ-0403381/2020,Belgium/rega-3156/2021,Belgium/rega-0617913/2020,Belgium/rega-0411672/2020,Belgium/HI-0507421/2020,Belgium/rega-0710918/2020,Belgium/rega-0629825/2020,Belgium/rega-0729922/2020,Belgium/rega-0912938/2020,Belgium/rega-0911940/2020,Belgium/rega-an374/2020,Belgium/rega-an376/2020,Belgium/rega-an375/2020,Belgium/rega-2290/2021,Belgium/rega-2499/2021,Belgium/VGM-0402374/2020,Belgium/LAM-0325339/2020,Belgium/rega-0417511/2020,Belgium/rega-0917987/2020,Belgium/rega-0801773/2020,Belgium/rega-0804735/2020,Belgium/rega-2011/2020,Belgium/rega-1448/2020,Belgium/rega-12111370/2020,Belgium/rega-12111357/2020,Belgium/rega-12141402/2020,Belgium/rega-12141433/2020,Belgium/rega-1589/2020,Belgium/rega-0801770/2020,Belgium/rega-1464/2020,Belgium/rega-10031030/2020,Belgium/rega-10061194/2020,Belgium/rega-0917999/2020,Belgium/rega-09151142/2020,Belgium/rega-09231008/2020,Belgium/rega-0908933/2020,Belgium/rega-09171052/2020,Belgium/rega-09171048/2020,Belgium/rega-0915949/2020,Belgium/rega-0917989/2020,Belgium/rega-0916981/2020,Belgium/rega-0409565/2020,Belgium/rega-0409567/2020,Belgium/rega-2747/2021,UnitedArabEmirates/rega-2360/2021,Belgium/rega-0429627/2020,Belgium/VAJ-0328370/2020,Belgium/rega-0417505/2020,Belgium/rega-0417525/2020,Belgium/rega-0417503/2020,Belgium/rega-0417524/2020,Belgium/rega-0620850/2020,Belgium/rega-0620851/2020,Belgium/rega-0722818/2020,Belgium/rega-0801799/2020,Belgium/rega-0801772/2020,Belgium/rega-1452/2020,Belgium/rega-0803756/2020,Belgium/rega-1475/2020,Belgium/rega-10151114/2020,Belgium/rega-2386/2020,Belgium/rega-10151121/2020,Belgium/rega-10141401/2020,Belgium/rega-0607716/2020,Belgium/rega-0526920/2020,Belgium/rega-0513654/2020,Belgium/rega-0615916/2020,Belgium/rega-0617691/2020,Belgium/rega-0514551/2020,Belgium/rega-0707688/2020,Belgium/rega-1654/2020,Belgium/rega-0603698/2020,Belgium/rega-1450/2020,Belgium/rega-10181067/2020,Belgium/rega-10191260/2020,Belgium/rega-10191298/2020,Belgium/rega-10081238/2020,Belgium/rega-0422588/2020,Belgium/rega-0604718/2020,Belgium/rega-0508540/2020
Paola Resende et al A	62	unknown	unknown	unknown	Bolivia/26958/2020,Bolivia/26953/2020,Bolivia/26941/2020,Guatemala/19520/2020,Guatemala/19518/2020,Guatemala/19519/2020,Guatemala/19536/2020,Guatemala/19517/2020,Guatemala/19530/2020,Guatemala/19528/2020,Guatemala/19544/2020,Guatemala/19525/2020,Guatemala/19526/2020,Brazil/PR-FIOCRUZ-5619/2020,Bolivia/26959/2020,Bolivia/26960/2020,Bolivia/26952/2020,Bolivia/26948/2020,Bolivia/26933/2020,Bolivia/26940/2020,Bolivia/26957/2020,Bolivia/26942/2020,Bolivia/26950/2020,Bolivia/26949/2020,Bolivia/26932/2020,Bolivia/26955/2020,Bolivia/26934/2020,Bolivia/26943/2020,Guatemala/19521/2020,Guatemala/19522/2020,Guatemala/19527/2020,Guatemala/19533/2020,Guatemala/19529/2020,Brazil/RS-FIOCRUZ-2525/2020,Brazil/BA-FIOCRUZ-21780/2020,Brazil/RS-FIOCRUZ-6177/2020,Brazil/RS-FIOCRUZ-25452/2020,Brazil/RS-FIOCRUZ-6203/2020,Brazil/RS-FIOCRUZ-6222/2020,Brazil/RS-FIOCRUZ-6231/2020,Brazil/RS-FIOCRUZ-15273/2020,Brazil/RS-FIOCRUZ-6188/2020,Brazil/AL-FIOCRUZ-4298/2021,Brazil/RJ-FIOCRUZ-23249/2020,Bolivia/26936/2020,Bolivia/26939/2020,Brazil/RJ-FIOCRUZ-13802/2020,Brazil/PR-FIOCRUZ-28604/2020,Brazil/CE-FIOCRUZ-17895/2020,Brazil/PB-FIOCRUZ-29639/2020,Bolivia/26947/2020,Bolivia/26956/2020,Bolivia/26946/2020,Bolivia/26938/2020,Bolivia/26954/2020,Guatemala/19524/2020,Bolivia/26937/2020,Brazil/PB-FIOCRUZ-29618/2020,Brazil/PB-FIOCRUZ-29634/2020,Brazil/PB-FIOCRUZ-29649/2020,Brazil/PB-FIOCRUZ-29644/2020,Guatemala/19534/2020
Cecilia Salazar et al A	5	unknown	unknown	unknown	Uruguay/UY-8M/2020,Uruguay/UY-272/2020,Uruguay/UY-242/2020,Uruguay/UY-162/2020,Uruguay/UY-667/2020
Gisela Barrera Badillo et al	1	Genomic analysis of early SARS-CoV-2 strains introduced in Mexico	unknown	https://dx.doi.org/10.1101/2020.05.27.120402	Mexico/QUE-InDRE-04/2020
Rodriguez-Maldonado Abril et al	1	unknown	unknown	unknown	Mexico/QUE-InDRE-18/2020
Laura Pérez-Lago et al	9	unknown	unknown	unknown	Spain/MD-IBV-004897/2020,Spain/MD-IBV-006354/2020,Spain/MD-IBV-006379/2020,Spain/MD-IBV-004961/2020,Spain/MD-IBV-99007147/2020,Spain/MD-IBV-004963/2020,Spain/MD-IBV-004979/2020,Spain/MD-IBV-005280/2020,Spain/MD-IBV-99007129/2020
Irma López Martínez et al	1	Genomic analysis of early SARS-CoV-2 strains introduced in Mexico	unknown	https://dx.doi.org/10.1101/2020.05.27.120402	Mexico/CMX-InDRE_03/2020
Panzera et al	2	unknown	unknown	unknown	Uruguay/Mdeo-1/2020,Uruguay/M297/2020
Celia Boukadida et al	27	unknown	unknown	unknown	Mexico/CMX-INER-0014/2020,Mexico/CMX-INER-0019/2020,Mexico/CMX-INER-0219/2020,Mexico/CMX-INER-0222/2020,Mexico/CMX-INER-0221/2020,Mexico/CMX-INER-0007/2020,Mexico/CMX-INER-0006/2020,Mexico/CMX-INER-0009/2020,Mexico/CMX-INER-0029/2020,Mexico/CMX-INER-0041/2020,Mexico/CMX-INER-0036/2020,Mexico/CMX-INER-0220/2020,Mexico/CMX-INER-0008/2020,Mexico/CMX-INER-0021/2020,Mexico/CMX-INER-0087/2020,Mexico/CMX-INER-0106/2020,Mexico/CMX-INER-0023/2020,Mexico/CMX-INER-0126/2020,Mexico/CMX-INER-0133/2020,Mexico/CMX-INER-0088/2020,Mexico/CMX-INER-0149/2020,Mexico/CMX-INER-0153/2020,Mexico/CMX-INER-0137/2020,Mexico/CMX-INER-0157/2020,Mexico/CMX-INER-0218/2020,Mexico/CMX-INER-0050/2020,Mexico/CMX-INER-0092/2020
Cecilia Salazar et al B	2	Multiple introductions, regional spread and local differentiation during the first week of COVID-19 epidemic in Montevideo, Uruguay	unknown	https://dx.doi.org/10.1101/2020.05.09.086223	Uruguay/UY-4/2020,Uruguay/UY-9/2020
Maria Victoria Elizondo et al	13	unknown	unknown	unknown	Uruguay/UY-NYUMC869/2020,Uruguay/UY-NYUMC856/2020,Uruguay/UY-NYUMC862/2020,Uruguay/UY-NYUMC860/2020,Uruguay/UY-NYUMC863/2020,Uruguay/UY-NYUMC865/2020,Uruguay/UY-NYUMC848/2020,Uruguay/UY-NYUMC933/2020,Uruguay/UY-NYUMC858/2020,Uruguay/UY-NYUMC871/2020,Uruguay/UY-NYUMC872/2020,Uruguay/UY-NYUMC931/2020,Uruguay/UY-NYUMC873/2020
Shiou-Hwei Yeh et al A	28	unknown	unknown	unknown	Taiwan/NTU01/2020,Taiwan/NTU27/2020,Taiwan/NTU29/2020,Taiwan/NTU28/2020,Taiwan/NTU06/2020,Taiwan/NTU35/2020,Taiwan/NTU42/2020,Taiwan/NTU48/2020,Taiwan/NTU37/2020,Taiwan/NTU40/2020,Taiwan/NTU39/2020,Taiwan/NTU41/2020,Taiwan/NTU31/2020,Taiwan/NTU51/2021,Taiwan/NTU57/2021,Taiwan/NTU45/2020,Taiwan/NTU55/2021,Taiwan/NTU50/2021,Taiwan/NTU32/2020,Taiwan/NTU21/2020,Taiwan/NTU49/2020,Taiwan/NTU54/2021,Taiwan/NTU52/2021,Taiwan/NTU33/2020,Taiwan/NTU34/2020,Taiwan/NTU30/2020,Taiwan/NTU38/2020,Taiwan/NTU44/2020
Bert Vanmechelen et al	4	A phylodynamic workflow to rapidly gain insights into the dispersal history and dynamics of SARS-CoV-2 lineages	unknown	https://dx.doi.org/10.1101/2020.05.05.078758	Belgium/GHB-03021/2020,Belgium/HAA-030953/2020,Belgium/BA-02291/2020,Belgium/VDLH-030548-2/2020
Matthew Cotten et al	67	unknown	unknown	unknown	Uganda/UG034/2020,Uganda/UG027/2020,Uganda/UG071/2020,Uganda/UG058/2020,Uganda/UG046/2020,Uganda/UG138/2020,Uganda/UG103/2020,Uganda/UG104/2020,Uganda/UG066/2020,Uganda/UG059/2020,Uganda/UG060/2020,Uganda/UG079/2020,Uganda/UG089/2020,Uganda/UG064/2020,Uganda/UG098/2020,Uganda/UG057/2020,Uganda/UG100/2020,Uganda/UG086/2020,Uganda/UG115/2020,Uganda/UG072/2020,Uganda/UG119/2020,Uganda/UG121/2020,Uganda/UG140/2020,Uganda/UG141/2020,Uganda/UG130/2020,Uganda/UG126/2020,Uganda/UG145/2020,Uganda/UG148/2020,Uganda/UG150/2020,Uganda/UG173/2020,Uganda/UG204/2021,Uganda/UG209/2020,Uganda/UG201/2021,Uganda/UG205/2021,Uganda/UG193/2020,Uganda/UG202/2021,Uganda/UG203/2021,Uganda/UG177/2020,Uganda/UG168/2020,Uganda/UG170/2020,Uganda/UG181/2020,Uganda/UG187/2020,Uganda/UG166/2020,Uganda/UG039/2020,Uganda/UG047/2020,Uganda/UG033/2020,Uganda/UG036/2020,Uganda/UG038/2020,Uganda/UG037/2020,Uganda/UG061/2020,Uganda/UG212/2020,Uganda/UG102/2020,Uganda/UG105/2020,Uganda/UG021/2020,Uganda/UG051/2020,Uganda/UG024/2020,Uganda/UG044/2020,Uganda/UG050/2020,Uganda/UG031/2020,Uganda/UG048/2020,Uganda/UG025/2020,Uganda/UG131/2020,Uganda/UG135/2020,Uganda/UG132/2020,Uganda/UG133/2020,Uganda/UG134/2020,Uganda/UG136/2020
Kwabena O. Duedu et al	5	unknown	unknown	unknown	Ghana/UHAS-G541/2020,Ghana/UHAS-W247/2020,Ghana/UHAS-V873/2020,Ghana/UHAS-G441/2020,Ghana/UHAS-H009/2020
Fatma Bayrakdar et al A	76	unknown	unknown	unknown	Turkey/HSGM-1027/2020,Turkey/HSGM-AD17/2020,Turkey/HSGM-31242/2020,Turkey/HSGM-31227/2020,Turkey/HSGM-30307/2020,Turkey/HSGM-6204/2020,Turkey/HSGM-1468/2020,Turkey/HSGM-510/2020,Turkey/HSGM-1450/2020,Turkey/HSGM-4978/2021,Turkey/HSGM-5939/2021,Turkey/HSGM-5947/2021,Turkey/HSGM-201505/2020,Turkey/HSGM-1621/2021,Turkey/HSGM-2428/2021,Turkey/HSGM-D42/2021,Turkey/HSGM-D51/2021,Turkey/HSGM-2464/2021,Turkey/HSGM-2485/2021,Turkey/HSGM-2045/2021,Turkey/HSGM-1183/2020,Turkey/HSGM-1143/2020,Turkey/HSGM-1151/2020,Turkey/HSGM-1217/2021,Turkey/HSGM-2474/2021,Turkey/HSGM-1582/2021,Turkey/HSGM-1583/2021,Turkey/HSGM-2200/2021,Turkey/HSGM-1202/2020,Turkey/HSGM-1142/2020,Turkey/HSGM-2266/2021,Turkey/HSGM-2167/2021,Turkey/HSGM-2470/2021,Turkey/HSGM-2469/2021,Turkey/HSGM-2471/2021,Turkey/HSGM-1407/2021,Turkey/HSGM-1162/2020,Turkey/HSGM-1647/2021,Turkey/HSGM-2472/2021,Turkey/HSGM-2215/2021,Turkey/HSGM-1164/2020,Turkey/HSGM-1169/2020,Turkey/HSGM-1170/2020,Turkey/HSGM-1793/2021,Turkey/HSGM-1160/2020,Turkey/HSGM-1161/2020,Turkey/HSGM-1204/2020,Turkey/HSGM-1187/2020,Turkey/HSGM-200408/2020,Turkey/HSGM-1121/2020,Turkey/HSGM-AD14/2020,Turkey/HSGM-IST3/2020,Turkey/HSGM-IST19/2020,Turkey/HSGM-D442/2021,Turkey/HSGM-302/2020,Turkey/HSGM-1428/2020,Turkey/HSGM-1418/2020,Turkey/HSGM-D421/2021,Turkey/HSGM-5425/2021,Turkey/HSGM-5427/2021,Turkey/HSGM-5677/2021,Turkey/HSGM-5667/2021,Turkey/HSGM-5933/2021,Turkey/HSGM-5587/2021,Turkey/HSGM-5646/2021,Turkey/HSGM-17243/2020,Turkey/HSGM-4684/2021,Turkey/HSGM-202605/2020,Turkey/HSGM-4660/2021,Turkey/HSGM-2002082/2020,Turkey/HSGM-2695/2021,Turkey/HSGM-31185/2020,Turkey/HSGM-200506/2020,Turkey/HSGM-5746/2021,Turkey/HSGM-4987/2021,Turkey/HSGM-4980/2021
Yadouleton et al	12	Diagnostics and spread of SARS-CoV-2 in Western Africa: An observational laboratory-based study from Benin	unknown	https://www.medrxiv.org/content/10.1101/2020.06.29.20140749v1	Benin/1950/2020,Benin/2012/2020,Benin/843/2020,Benin/461/2020,Benin/1408/2020,Benin/501/2020,Benin/1409/2020,Benin/260/2020,Benin/1022/2020,Benin/314/2020,Benin/197/2020,Benin/1092/2020
Ben Huang et al A	1	Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.13.2000305	Australia/QLD03/2020
Ben Huang et al B	2	unknown	unknown	unknown	Australia/QLD01/2020,Australia/QLD04/2020
Fatma Bayrakdar et al B	8	Phylogenetic Analysis of SARS-CoV-2 Genomes in Turkey	unknown	https://dx.doi.org/10.1101/2020.05.15.095794	Turkey/HSGM-5770/2020,Turkey/HSGM-4598/2020,Turkey/HSGM-8992/2020,Turkey/HSGM-8010/2020,Turkey/HSGM-11518/2020,Turkey/HSGM-8970/2020,Turkey/HSGM-11520/2020,Turkey/HSGM-8979/2020
Kouriba et al	10	unknown	unknown	unknown	Mali/M002672/2020,Mali/M002698/2020,Mali/M002615/2020,Mali/M002618/2020,Mali/M002659/2020,Mali/M002616/2020,Mali/M002704/2020,Mali/M002675/2020,Mali/M002826/2020,Mali/M002673/2020
Oluniyi P.E. et al A	5	SARS-CoV-2 Genomes from Nigeria Reveal Community Transmission, Multiple Virus Lineages and Spike Protein Mutation Associated with Higher Transmission and Pathogenicity	unknown	https://virological.org/t/sars-cov-2-genomes-from-nigeria-reveal-community-transmission-multiple-virus-lineages-and-spike-protein-mutation-associated-with-higher-transmission-and-pathogenicity/494	Nigeria/OS075-CV12/2020,Nigeria/OS085-CV14/2020,Nigeria/OG007-CV22/2020,Nigeria/OS016-CV3/2020,Nigeria/OY045A-CV35/2020
