Author	n (strains)	publication title	journal	publication URL	strains
Tony Wawina-Bokalanga et al	98	unknown	unknown	unknown	Belgium/rega-0616915/2020,Belgium/rega-0710751/2020,Belgium/rega-0616914/2020,Belgium/rega-0619917/2020,Belgium/rega-0629702/2020,Belgium/GGO-0327349/2020,Belgium/Rega-0329240/2020,Belgium/rega-0617691/2020,Belgium/rega-3341/2021,Belgium/rega-1449/2020,Belgium/rega-0707688/2020,Belgium/rega-0620850/2020,Belgium/rega-0620851/2020,Belgium/rega-1881/2021,Belgium/rega-0722818/2020,Belgium/rega-0801772/2020,Belgium/rega-0801799/2020,Belgium/rega-0803756/2020,Belgium/rega-0603698/2020,Belgium/rega-2314/2021,Belgium/rega-3136/2021,Belgium/rega-2290/2021,Belgium/rega-1975/2021,Belgium/rega-2863/2021,Belgium/rega-2498/2021,Belgium/rega-3484/2021,Belgium/rega-1835/2020,Belgium/rega-2131/2021,Belgium/rega-2169/2021,Belgium/rega-1941/2021,Belgium/rega-2501/2021,Belgium/rega-2273/2021,Belgium/rega-1973/2021,Belgium/rega-2272/2021,Belgium/rega-2757/2021,Belgium/rega-2758/2021,Belgium/rega-3431/2021,Belgium/rega-2990/2021,Belgium/rega-1785/2021,Belgium/rega-2524/2021,UnitedArabEmirates/rega-2360/2021,Belgium/rega-0604718/2020,Belgium/rega-0607716/2020,Belgium/rega-0615916/2020,Belgium/rega-0710918/2020,Belgium/rega-0411672/2020,Belgium/rega-0617913/2020,France/HDF-rega-0417684/2020,Belgium/HI-0507421/2020,Belgium/DEJ-0403381/2020,Belgium/rega-0629825/2020,Belgium/rega-0913942/2020,Belgium/rega-1553/2020,Belgium/rega-1539/2020,Belgium/rega-0729922/2020,Belgium/rega-0911940/2020,Belgium/rega-0912938/2020,Belgium/rega-1547/2020,Belgium/rega-1548/2020,Belgium/rega-1556/2020,Belgium/rega-1543/2020,Belgium/rega-0513654/2020,Belgium/rega-0611919/2020,Belgium/rega-09231003/2020,Belgium/rega-0801927/2020,Belgium/rega-0916959/2020,Belgium/rega-09221013/2020,Belgium/rega-09221017/2020,Belgium/rega-09221019/2020,Belgium/rega-09181051/2020,Belgium/rega-0801928/2020,Belgium/rega-0915952/2020,Belgium/rega-09191060/2020,Belgium/rega-09211151/2020,Belgium/rega-10081215/2020,Belgium/rega-10151119/2020,Belgium/rega-10131440/2020,Belgium/rega-10191275/2020,Belgium/rega-10181077/2020,Belgium/rega-10191265/2020,Belgium/rega-10191093/2020,Belgium/rega-12141430/2020,Belgium/rega-12141424/2020,Belgium/rega-12141442/2020,Belgium/rega-0911945/2020,Belgium/rega-09181049/2020,Belgium/rega-1485/2020,Belgium/rega-10181165/2020,Belgium/rega-1533/2020,Belgium/rega-10191277/2020,Belgium/rega-10181066/2020,Belgium/rega-0702806/2020,Belgium/rega-0719696/2020,Belgium/rega-0803755/2020,Belgium/rega-09221021/2020,Belgium/rega-09231007/2020,Belgium/rega-2374/2020,Belgium/rega-0501632/2020
Matthew Cotten et al	67	unknown	unknown	unknown	Uganda/UG027/2020,Uganda/UG034/2020,Uganda/UG058/2020,Uganda/UG103/2020,Uganda/UG104/2020,Uganda/UG066/2020,Uganda/UG059/2020,Uganda/UG079/2020,Uganda/UG064/2020,Uganda/UG057/2020,Uganda/UG100/2020,Uganda/UG115/2020,Uganda/UG086/2020,Uganda/UG203/2021,Uganda/UG173/2020,Uganda/UG119/2020,Uganda/UG121/2020,Uganda/UG140/2020,Uganda/UG145/2020,Uganda/UG130/2020,Uganda/UG126/2020,Uganda/UG141/2020,Uganda/UG148/2020,Uganda/UG150/2020,Uganda/UG204/2021,Uganda/UG209/2020,Uganda/UG187/2020,Uganda/UG166/2020,Uganda/UG201/2021,Uganda/UG205/2021,Uganda/UG193/2020,Uganda/UG202/2021,Uganda/UG177/2020,Uganda/UG168/2020,Uganda/UG170/2020,Uganda/UG181/2020,Uganda/UG039/2020,Uganda/UG047/2020,Uganda/UG037/2020,Uganda/UG036/2020,Uganda/UG038/2020,Uganda/UG212/2020,Uganda/UG045/2020,Uganda/UG054/2020,Uganda/UG065/2020,Uganda/UG077/2020,Uganda/UG078/2020,Uganda/UG040/2020,Uganda/UG102/2020,Uganda/UG131/2020,Uganda/UG135/2020,Uganda/UG136/2020,Uganda/UG133/2020,Uganda/UG132/2020,Uganda/UG134/2020,Uganda/UG061/2020,Uganda/UG055/2020,Uganda/UG062/2020,Uganda/UG051/2020,Uganda/UG021/2020,Uganda/UG113/2020,Uganda/UG025/2020,Uganda/UG031/2020,Uganda/UG048/2020,Uganda/UG024/2020,Uganda/UG044/2020,Uganda/UG050/2020
Cecilia Salazar et al A	4	unknown	unknown	unknown	Uruguay/UY-8M/2020,Uruguay/UY-272/2020,Uruguay/UY-242/2020,Uruguay/UY-162/2020
Paola Resende et al A	50	unknown	unknown	unknown	Bolivia/26958/2020,Brazil/RJ-FIOCRUZ-13802/2020,Brazil/AL-FIOCRUZ-4298/2021,Bolivia/26938/2020,Bolivia/26956/2020,Bolivia/26947/2020,Brazil/RJ-FIOCRUZ-23249/2020,Bolivia/26936/2020,Bolivia/26939/2020,Guatemala/19534/2020,Bolivia/26937/2020,Brazil/PB-FIOCRUZ-29618/2020,Guatemala/19524/2020,Brazil/PB-FIOCRUZ-29634/2020,Brazil/PB-FIOCRUZ-29649/2020,Brazil/PB-FIOCRUZ-29644/2020,Brazil/RS-FIOCRUZ-2525/2020,Bolivia/26960/2020,Bolivia/26959/2020,Bolivia/26952/2020,Bolivia/26948/2020,Bolivia/26933/2020,Bolivia/26940/2020,Bolivia/26955/2020,Bolivia/26943/2020,Bolivia/26932/2020,Bolivia/26934/2020,Bolivia/26942/2020,Bolivia/26950/2020,Bolivia/26949/2020,Bolivia/26957/2020,Guatemala/19522/2020,Bolivia/26953/2020,Bolivia/26941/2020,Guatemala/19521/2020,Guatemala/19529/2020,Guatemala/19527/2020,Guatemala/19533/2020,Bolivia/26954/2020,Bolivia/26946/2020,Guatemala/19520/2020,Guatemala/19518/2020,Guatemala/19519/2020,Guatemala/19536/2020,Guatemala/19517/2020,Guatemala/19530/2020,Guatemala/19528/2020,Guatemala/19544/2020,Guatemala/19525/2020,Guatemala/19526/2020
Irma López Martínez et al	1	Genomic analysis of early SARS-CoV-2 strains introduced in Mexico	unknown	https://dx.doi.org/10.1101/2020.05.27.120402	Mexico/CMX-InDRE_03/2020
Celia Boukadida et al	24	unknown	unknown	unknown	Mexico/CMX-INER-0014/2020,Mexico/CMX-INER-0106/2020,Mexico/CMX-INER-0008/2020,Mexico/CMX-INER-0101/2020,Mexico/CMX-INER-0133/2020,Mexico/CMX-INER-0149/2020,Mexico/CMX-INER-0153/2020,Mexico/CMX-INER-0137/2020,Mexico/CMX-INER-0157/2020,Mexico/CMX-INER-0218/2020,Mexico/CMX-INER-0092/2020,Mexico/CMX-INER-0220/2020,Mexico/CMX-INER-0108/2020,Mexico/CMX-INER-0222/2020,Mexico/CMX-INER-0221/2020,Mexico/CMX-INER-0076/2020,Mexico/CMX-INER-0219/2020,Mexico/CMX-INER-0009/2020,Mexico/CMX-INER-0029/2020,Mexico/CMX-INER-0036/2020,Mexico/CMX-INER-0041/2020,Mexico/CMX-INER-0022/2020,Mexico/CMX-INER-0030/2020,Mexico/CMX-INER-0040/2020
Panzera et al	2	unknown	unknown	unknown	Uruguay/Mdeo-1/2020,Uruguay/M297/2020
Cecilia Salazar et al B	2	Multiple introductions, regional spread and local differentiation during the first week of COVID-19 epidemic in Montevideo, Uruguay	unknown	https://dx.doi.org/10.1101/2020.05.09.086223	Uruguay/UY-1/2020,Uruguay/UY-2/2020
Maria Victoria Elizondo et al	18	unknown	unknown	unknown	Uruguay/UY-NYUMC869/2020,Uruguay/UY-NYUMC856/2020,Uruguay/UY-NYUMC860/2020,Uruguay/UY-NYUMC862/2020,Uruguay/UY-NYUMC863/2020,Uruguay/UY-NYUMC865/2020,Uruguay/UY-NYUMC873/2020,Uruguay/UY-NYUMC871/2020,Uruguay/UY-NYUMC934/2020,Uruguay/UY-NYUMC872/2020,Uruguay/UY-NYUMC858/2020,Uruguay/UY-NYUMC937/2020,Uruguay/UY-NYUMC936/2020,Uruguay/UY-NYUMC938/2020,Uruguay/UY-NYUMC939/2020,Uruguay/UY-NYUMC931/2020,Uruguay/UY-NYUMC848/2020,Uruguay/UY-NYUMC933/2020
Gisela Barrera Badillo et al	1	Genomic analysis of early SARS-CoV-2 strains introduced in Mexico	unknown	https://dx.doi.org/10.1101/2020.05.27.120402	Mexico/QUE-InDRE-04/2020
Rodriguez-Maldonado Abril et al	1	unknown	unknown	unknown	Mexico/QUE-InDRE-18/2020
Laura Pérez-Lago et al	9	unknown	unknown	unknown	Spain/MD-IBV-006354/2020,Spain/MD-IBV-004897/2020,Spain/MD-IBV-006379/2020,Spain/MD-IBV-99007129/2020,Spain/MD-IBV-005280/2020,Spain/MD-IBV-005279/2020,Spain/MD-IBV-004963/2020,Spain/MD-IBV-004979/2020,Spain/MD-IBV-004961/2020
Pablo Tsukayama et al	28	unknown	unknown	unknown	Peru/LIM-UPCH-0081/2020,Peru/LAM-UPCH-0006/2020,Peru/LIM-UPCH-0176/2020,Peru/LIM-UPCH-0079/2020,Peru/UCA-UPCH-0067/2020,Peru/LIM-UPCH-0041/2020,Peru/LIM-UPCH-0194/2020,Peru/LIM-UPCH-0137/2020,Peru/LIM-UPCH-0123/2020,Peru/LIM-UPCH-0149/2020,Peru/LIM-UPCH-0091/2020,Peru/LIM-UPCH-0238/2020,Peru/LIM-UPCH-0165/2020,Peru/LIM-UPCH-0208/2020,Peru/LIM-UPCH-0184/2020,Peru/LIM-UPCH-0182/2020,Peru/AMA-UPCH-0255/2020,Peru/LIM-UPCH-0293/2020,Peru/LIM-UPCH-0295/2020,Peru/LIM-UPCH-0331/2020,Peru/ANC-UPCH-0299/2020,Peru/LIM-UPCH-0056/2020,Peru/LIM-UPCH-0103/2020,Peru/CAL-UPCH-0071/2020,Peru/LIM-UPCH-0242/2020,Peru/JUN-UPCH-0118/2020,Peru/LIM-UPCH-0367/2020,Peru/LIM-UPCH-0333/2020
Shiou-Hwei Yeh et al A	30	unknown	unknown	unknown	Taiwan/NTU01/2020,Taiwan/NTU29/2020,Taiwan/NTU27/2020,Taiwan/NTU28/2020,Taiwan/NTU33/2020,Taiwan/NTU34/2020,Taiwan/NTU44/2020,Taiwan/NTU38/2020,Taiwan/NTU30/2020,Taiwan/NTU49/2020,Taiwan/NTU54/2021,Taiwan/NTU52/2021,Taiwan/NTU35/2020,Taiwan/NTU57/2021,Taiwan/NTU45/2020,Taiwan/NTU55/2021,Taiwan/NTU50/2021,Taiwan/NTU03/2020,Taiwan/NTU08/2020,Taiwan/NTU10/2020,Taiwan/NTU46/2020,Taiwan/NTU36/2020,Taiwan/NTU37/2020,Taiwan/NTU47/2020,Taiwan/NTU42/2020,Taiwan/NTU48/2020,Taiwan/NTU40/2020,Taiwan/NTU39/2020,Taiwan/NTU41/2020,Taiwan/NTU31/2020
Bert Vanmechelen et al	6	A phylodynamic workflow to rapidly gain insights into the dispersal history and dynamics of SARS-CoV-2 lineages	unknown	https://dx.doi.org/10.1101/2020.05.05.078758	Belgium/GHB-03021/2020,Belgium/BG-030551/2020,Belgium/VDLH-030548-2/2020,Belgium/BM-03012/2020,Belgium/BC-03016/2020,Belgium/BA-02291/2020
Alexis Robitaille et al	18	unknown	unknown	unknown	Germany/HH-hpi-p2414/2020,Germany/HH-hpi-p2390/2020,Germany/HH-hpi-p2481/2020,Germany/HH-hpi-p2485/2020,Germany/HH-hpi-p2484/2020,Germany/HH-HPI-p2867/2020,Germany/HH-HPI-p2893/2020,Germany/HH-HPI-p3010/2020,Germany/HH-hpi-p1735/2020,Germany/HH-hpi-p2437/2020,Germany/HH-hpi-p2429/2020,Germany/HH-hpi-p2389/2020,Germany/HH-hpi-p2453/2020,Germany/HH-hpi-p2388/2020,Germany/HH-HPI-p2966/2020,Germany/HH-hpi-p2476/2020,Germany/HH-hpi-p2486/2020,Germany/HH-HPI-p2821/2020
Kwabena O. Duedu et al	5	unknown	unknown	unknown	Ghana/UHAS-G541/2020,Ghana/UHAS-G441/2020,Ghana/UHAS-H009/2020,Ghana/UHAS-W247/2020,Ghana/UHAS-V873/2020
Kouriba et al	10	unknown	unknown	unknown	Mali/M002698/2020,Mali/M002615/2020,Mali/M002672/2020,Mali/M002618/2020,Mali/M002616/2020,Mali/M002826/2020,Mali/M002675/2020,Mali/M002659/2020,Mali/M002704/2020,Mali/M002673/2020
Ben Huang et al A	2	unknown	unknown	unknown	Australia/QLD01/2020,Australia/QLD04/2020
Ben Huang et al B	1	Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.13.2000305	Australia/QLD03/2020
Goba et al	11	unknown	unknown	unknown	SierraLeone/KGH-G-8790/2020,SierraLeone/KGH-G-8625/2020,SierraLeone/KGH-G-8669/2020,SierraLeone/KGH-G-8668/2020,SierraLeone/KGH-G-8626/2020,SierraLeone/KGH-G-8604/2020,SierraLeone/KGH-G-8627/2020,SierraLeone/KGH-G-8548/2020,SierraLeone/KGH-G-8603/2020,SierraLeone/KGH-G-8607/2020,SierraLeone/KGH-G-8549/2020
Ndongo Dia et al	35	unknown	unknown	unknown	Senegal/618/2020,Senegal/620/2020,Senegal/1966/2020,Senegal/306/2020,Senegal/1351/2020,Senegal/55499/2020,Senegal/62346/2020,Senegal/57065/2020,Senegal/64932/2020,Senegal/9439/2020,Senegal/83493/2020,Senegal/45436/2020,Senegal/6430/2020,Senegal/68458/2020,Senegal/66458/2020,Senegal/45557/2020,Senegal/62368/2020,Senegal/600/2020,Senegal/57503/2020,Senegal/83403/2020,Senegal/65526/2020,Senegal/094/2020,Senegal/073/2020,Senegal/102/2020,Senegal/087/2020,Senegal/082/2020,Senegal/3331/2020,Senegal/6619/2020,Senegal/5770/2020,Senegal/5971/2020,Senegal/6427/2020,Senegal/65052/2020,Senegal/9369/2020,Senegal/6481/2020,Senegal/003/2020
Haruka Abe et al	4	unknown	unknown	unknown	Gabon/ITM-K011/2020,Gabon/ITM-K027/2020,Gabon/ITM-K028/2020,Gabon/ITM-K023/2020
Oluniyi P.E. et al A	5	SARS-CoV-2 Genomes from Nigeria Reveal Community Transmission, Multiple Virus Lineages and Spike Protein Mutation Associated with Higher Transmission and Pathogenicity	unknown	https://virological.org/t/sars-cov-2-genomes-from-nigeria-reveal-community-transmission-multiple-virus-lineages-and-spike-protein-mutation-associated-with-higher-transmission-and-pathogenicity/494	Nigeria/OS085-CV14/2020,Nigeria/OG007-CV22/2020,Nigeria/OS016-CV3/2020,Nigeria/OY008-CV29/2020,Nigeria/KW017-CV24/2020
Mulenga Mwenda-Chimfwembe et al	63	unknown	unknown	unknown	Zambia/ZMB-27674/2020,Zambia/ZMB-1241/2020,Zambia/ZMB-245/2020,Zambia/ZMB-67/2020,Zambia/ZMB-111/2020,Zambia/ZMB-140/2020,Zambia/ZMB-147/2020,Zambia/ZMB-99/2020,Zambia/ZMB-349/2020,Zambia/ZMB-464/2020,Zambia/ZMB-403/2020,Zambia/ZMB-69192/2020,Zambia/ZMB-42552/2020,Zambia/ZMB-41650/2020,Zambia/ZMB-42320/2020,Zambia/ZMB-42420/2020,Zambia/ZMB-32377/2020,Zambia/ZMB-41678/2020,Zambia/ZMB-42382/2020,Zambia/ZMB-34496/2020,Zambia/ZMB-37044/2020,Zambia/ZMB-37043/2020,Zambia/ZMB-37096/2020,Zambia/ZMB-37101/2020,Zambia/ZMB-42391/2020,Zambia/ZMB-41416/2020,Zambia/ZMB-42358/2020,Zambia/ZMB-42411/2020,Zambia/ZMB-79096/2021,Zambia/ZMB-27616/2020,Zambia/ZMB-29647/2020,Zambia/ZMB-31198/2020,Zambia/ZMB-30116/2020,Zambia/ZMB-32059/2020,Zambia/ZMB-31230/2020,Zambia/ZMB-31235/2020,Zambia/ZMB-30834/2020,Zambia/ZMB-33372/2020,Zambia/ZMB-31263/2020,Zambia/ZMB-33670/2020,Zambia/ZMB-9163/2020,Zambia/ZMB-337/2020,Zambia/ZMB-21484/2020,Zambia/ZMB-V65185/2020,Zambia/ZMB-79195/2021,Zambia/ZMB-69104/2020,Zambia/ZMB-79230/2021,Zambia/ZMB-78403/2021,Zambia/ZMB-69571/2020,Zambia/ZMB-70150/2020,Zambia/ZMB-70296/2020,Zambia/ZMB-78799/2021,Zambia/ZMB-76787/2021,Zambia/ZMB-76786/2021,Zambia/ZMB-70014/2020,Zambia/ZMB-76795/2021,Zambia/ZMB-70006/2020,Zambia/ZMB-69837/2020,Zambia/ZMB-70147/2020,Zambia/ZMB-79102/2021,Zambia/ZMB-77455/2021,Zambia/ZMB-33949/2020,Zambia/ZMB-37336/2020
Bas Oude Munnink et al	176	unknown	unknown	unknown	Bahrein/BAH-24/2020,Bahrein/BAH-12/2020,Netherlands/FL-EMC-28/2020,Netherlands/un-EMC-747/2020,Netherlands/NoordBrabant_77/2020,Netherlands/NA_370/2020,Netherlands/NoordBrabant_95/2020,Netherlands/NA_185/2020,Netherlands/NA_227/2020,Netherlands/NA_195/2020,Netherlands/NA_445/2020,Netherlands/NA_666/2020,Netherlands/NA_652/2020,Netherlands/un-EMC-744/2020,Netherlands/un-EMC-751/2020,Netherlands/ZuidHolland_47/2020,Netherlands/GE-EMC-215/2020,Netherlands/ZH-EMC-354/2020,Netherlands/ZH-EMC-394/2020,Bahrein/BAH-01/2020,Bahrein/BAH-06/2020,Bahrein/BAH-07/2020,Bahrein/BAH-03/2020,Netherlands/NB-EMC-185/2020,Bahrein/BAH-02/2020,Bahrein/BAH-15/2020,Bahrein/BAH-25/2020,Bahrein/BAH-26/2020,Bahrein/BAH-27/2020,Bahrein/BAH-16/2020,Bahrein/BAH-18/2020,Bahrein/BAH-08/2020,Bahrein/BAH-05/2020,Bahrein/BAH-21/2020,Bahrein/BAH-19/2020,Bahrein/BAH-13/2020,Netherlands/ZuidHolland_142/2020,Netherlands/NA_334/2020,Bahrein/BAH-04/2020,Bahrein/BAH-23/2020,Netherlands/ZH-EMC-360/2020,Netherlands/OV-EMC-55/2020,Netherlands/OV-EMC-58/2020,Netherlands/un-EMC-759/2020,Netherlands/DR-EMC-10/2020,Netherlands/un-EMC-757/2020,Netherlands/OV-EMC-60/2020,Netherlands/OV-EMC-59/2020,Netherlands/UT-EMC-58/2020,Netherlands/UT-EMC-61/2020,Netherlands/UT-EMC-59/2020,Netherlands/UT-EMC-56/2020,Netherlands/UT-EMC-60/2020,Netherlands/UT-EMC-57/2020,Netherlands/ZH-EMC-264/2020,Netherlands/NA_440/2020,Netherlands/Overijssel_34/2020,Netherlands/ZH-EMC-261/2020,Netherlands/NH-EMC-41/2020,Netherlands/ZH-EMC-656/2020,Netherlands/Gelderland_6/2020,Netherlands/NA_361/2020,Netherlands/NB-EMC-242/2020,Netherlands/GE-EMC-232/2020,Netherlands/GE-EMC-230/2020,Netherlands/un-EMC-752/2020,Netherlands/GE-EMC-231/2020,Netherlands/GE-EMC-194/2020,Netherlands/NB-EMC-282/2020,Suriname/SR-23/2020,Suriname/SR-24/2020,Suriname/SR-57/2020,Suriname/SR-47/2020,Suriname/SR-59/2020,Suriname/SR-61/2020,Suriname/SR-42/2020,Suriname/SR-70/2020,Suriname/SR-05/2020,Suriname/SR-41/2020,Suriname/SR-54/2020,Suriname/SR-69/2020,Suriname/SR-52/2020,Suriname/SR-48/2020,Suriname/SR-49/2020,Suriname/SR-60/2020,Suriname/SR-11/2020,Suriname/SR-10/2020,Suriname/SR-15/2020,Suriname/SR-36/2020,Suriname/SR-51/2020,Suriname/SR-39/2020,Suriname/SR-40/2020,Netherlands/Friesland_45/2020,Netherlands/ZE-EMC-55/2020,Netherlands/NA_710/2020,Netherlands/ZuidHolland_65/2020,Netherlands/NA_354/2020,Netherlands/Zeeland_34/2020,Netherlands/OV-EMC-56/2020,Netherlands/UT-EMC-85/2020,cat/Netherlands/UN-EMC-1/2020,Netherlands/UT-EMC-75/2020,Netherlands/UT-EMC-77/2020,Netherlands/ZuidHolland_113/2020,Netherlands/ZH-EMC-580/2020,Netherlands/GE-EMC-325/2020,Netherlands/NB-EMC-312/2020,Netherlands/ZuidHolland_136/2020,Netherlands/ZuidHolland_190/2020,Netherlands/NA_708/2020,Netherlands/NA_650/2020,Netherlands/NB-EMC-218/2020,Netherlands/NB-EMC-216/2020,Netherlands/NB-EMC-217/2020,Netherlands/GE-EMC-296/2020,Netherlands/NB-EMC-215/2020,Netherlands/NB-EMC-212/2020,Netherlands/NB-EMC-213/2020,Netherlands/NB-EMC-219/2020,Netherlands/NB-EMC-220/2020,Netherlands/NB-EMC-221/2020,Netherlands/GE-EMC-298/2020,Netherlands/GE-EMC-297/2020,Netherlands/UT-EMC-87/2020,Netherlands/ZH-EMC-597/2020,Netherlands/UT-EMC-175/2020,Netherlands/ZH-EMC-501/2020,Netherlands/NB-EMC-299/2020,Netherlands/ZH-EMC-512/2020,Netherlands/NB-EMC-298/2020,Netherlands/ZH-EMC-592/2020,Netherlands/NH-EMC-65/2020,Netherlands/LI-EMC-87/2020,Netherlands/ZH-EMC-671/2020,Netherlands/ZH-EMC-674/2020,Netherlands/ZH-EMC-1069/2020,Netherlands/ZH-EMC-730/2020,Netherlands/GE-EMC-355/2020,Netherlands/ZH-EMC-677/2020,Netherlands/ZH-EMC-676/2020,Netherlands/ZH-EMC-670/2020,Netherlands/ZH-EMC-679/2020,Netherlands/ZH-EMC-1086/2020,Netherlands/ZH-EMC-608/2020,Netherlands/ZH-EMC-612/2020,Netherlands/ZH-EMC-647/2020,Netherlands/ZH-EMC-648/2020,Netherlands/ZH-EMC-1111/2020,Netherlands/ZH-EMC-741/2020,Netherlands/ZH-EMC-682/2020,Netherlands/ZH-EMC-830/2020,Netherlands/ZH-EMC-650/2020,Netherlands/ZH-EMC-916/2020,Netherlands/ZH-EMC-680/2020,Netherlands/ZH-EMC-1021/2020,Netherlands/ZH-EMC-652/2020,Netherlands/ZH-EMC-979/2020,Netherlands/ZH-EMC-910/2020,Netherlands/UT-EMC-65/2020,Netherlands/ZH-EMC-378/2020,Netherlands/NB-EMC-295/2020,Netherlands/UT-EMC-74/2020,Netherlands/un-EMC-761/2020,Netherlands/OV-EMC-98/2020,Netherlands/GE-EMC-388/2020,Netherlands/GE-EMC-386/2020,Netherlands/UT-EMC-119/2020,Netherlands/GE-EMC-321/2020,Netherlands/UT-EMC-103/2020,Netherlands/UT-EMC-125/2020,Netherlands/NH-EMC-66/2020,Netherlands/ZH-EMC-678/2020,Netherlands/ZH-EMC-1041/2020,Netherlands/ZH-EMC-854/2020,Netherlands/ZH-EMC-885/2020,Netherlands/ZH-EMC-820/2020
Chantal Akoua-Koffi et al	37	unknown	unknown	unknown	CotedIvoire/BKE0016/2020,CotedIvoire/BKE0447/2020,CotedIvoire/BKE0906/2020,CotedIvoire/BKE0937/2020,CotedIvoire/BKE0172/2020,CotedIvoire/BKE0189/2020,CotedIvoire/BKE0202/2020,CotedIvoire/BKE0613/2020,CotedIvoire/BKE0366/2020,CotedIvoire/BKE0248/2020,CotedIvoire/BKE0317/2020,CotedIvoire/BKE0356/2020,CotedIvoire/BKE0042/2020,CotedIvoire/BKE0382/2020,CotedIvoire/BKE0405/2020,CotedIvoire/BKE0430/2020,CotedIvoire/BKE0178/2020,CotedIvoire/BKE0753/2020,CotedIvoire/BKE0916/2020,CotedIvoire/BKE0424/2020,CotedIvoire/BKE0880/2020,CotedIvoire/BKE0633/2020,CotedIvoire/BKE0011/2020,CotedIvoire/BKE0761/2020,CotedIvoire/BKE0862/2020,CotedIvoire/BKE0965/2020,CotedIvoire/BKE0820/2020,CotedIvoire/BKE0706/2020,CotedIvoire/BKE0712/2020,CotedIvoire/BKE0891/2020,CotedIvoire/BKE0018/2020,CotedIvoire/BKE0888/2020,CotedIvoire/BKE0837/2020,CotedIvoire/BKE0992/2020,CotedIvoire/BKE0994/2020,CotedIvoire/C01-2459/2020,CotedIvoire/BKE0792/2020
Diarra et al	2	unknown	unknown	unknown	Mali/UCRC-31/2020,Mali/UCRC-68/2020
Issa Abu-Dayyeh et al	74	unknown	unknown	unknown	Jordan/IR-ALSR-2578/2020,Jordan/SR-0336/2020,Jordan/SR-084/2020,Jordan/SR-051/2020,Jordan/SR-057/2020,Jordan/SR-037/2020,Jordan/SR-056/2020,Jordan/SR-0333/2020,Jordan/SR-0338/2020,Jordan/SEARCH-5474/2020,Jordan/SEARCH-5425/2020,Jordan/SEARCH-5424/2020,Jordan/SEARCH-5426/2020,Jordan/SEARCH-5466/2020,Jordan/SEARCH-5437/2020,Jordan/SEARCH-5433/2020,Jordan/SEARCH-5483/2020,Jordan/SEARCH-5501/2020,Jordan/SEARCH-5403/2020,Jordan/SEARCH-5449/2020,Jordan/SEARCH-5473/2020,Jordan/SEARCH-5476/2020,Jordan/SEARCH-5436/2020,Jordan/SEARCH-5478/2020,Jordan/SEARCH-5498/2020,Jordan/SEARCH-5452/2020,Jordan/SEARCH-5499/2020,Jordan/SEARCH-5500/2020,Jordan/AM-ALSR-5830/2020,Jordan/AM-ALSR-5829/2020,Jordan/AM-ALSR-5832/2021,Jordan/AM-ALSR-5798/2021,Jordan/AM-ALSR-5834/2021,Jordan/AM-ALSR-5833/2021,Jordan/AM-ALSR-5775/2021,Jordan/AM-ALSR-5786/2021,Jordan/Biolab002/2021,Jordan/AM-ALSR-5803/2021,Jordan/AM-ALSR-5774/2021,Jordan/AM-ALSR-5783/2021,Jordan/SR-041/2020,Jordan/SR-055/2020,Jordan/MA-ALSR-2581/2020,Jordan/MA-ALSR-2583/2020,Jordan/SR-047/2020,Jordan/SR-045/2020,Jordan/SR-034/2020,Jordan/SR-052/2020,Jordan/SR-054/2020,Jordan/SEARCH-5487/2020,Jordan/AM-ALSR-5324/2020,Jordan/AM-ALSR-2579/2020,Jordan/AM-ALSR-2586/2020,Jordan/AM-ALSR-2585/2020,Jordan/SR-0335/2020,Jordan/AM-ALSR-5313/2020,Jordan/AM-ALSR-4961/2020,Jordan/IR-ALSR-5207/2020,Jordan/AM-ALSR-4970/2020,Jordan/AM-ALSR-5308/2020,Jordan/AM-ALSR-5314/2020,Jordan/AM-ALSR-4996/2020,Jordan/AM-ALSR-5286/2020,Jordan/IR-ALSR-5192/2020,Jordan/AM-ALSR-5287/2020,Jordan/AM-ALSR-5002/2020,Jordan/AM-ALSR-5173/2020,Jordan/AM-ALSR-5320/2020,Jordan/AM-ALSR-5323/2020,Jordan/IR-ALSR-5196/2020,Jordan/AZ-ALSR-5297/2020,Jordan/AQ-ALSR-5268/2020,Jordan/AM-ALSR-5292/2020,Jordan/AQ-ALSR-5269/2020
Samiha Al-Kharusi et al	3	unknown	unknown	unknown	Oman/89477/2020,Oman/C-22988/2020,Oman/182621/2020
